Uberstrain	Name	Data Source(Accession No.;Sequencing Platform;Sequencing Library;Insert Size;Experiment;Status)	Revised Source Niche	Revised_Collection_Year	Classification	Source Niche	Source Type	Source Details	Collection Year	Collection Month	Collection Day	Collection Time	Continent	Country	Region	District	City	Post Code	Latitude	Longitude	Lab Contact	Species	Serological Group	Serotype	EcoR Cluster	Path/Nonpath	Simple Patho	Simple Disease	Comment	Bio Project ID	Project ID	Disease	Sample ID	Secondary Sample ID	Date Entered	Release Date	Barcode	Status	Coverage	N50	Length	Species_1	Contig Number(>=200 bp)	Low Quality Bases	Version	Assembly barcode	HC0 (indistinguishable)	HC2	HC5	HC10	HC20	HC50	HC100	HC200	HC400	HC1100 (cgST Cplx)	HC1500	HC2000	HC2350 (subsp.)			Uberstrain	Name	Data Source(Accession No.;Sequencing Platform;Sequencing Library;Insert Size;Experiment;Status)	Revised Source Niche	Revised_Collection_Year	Classification
ESC_HA9600AA	KME05	DRR102600;ILLUMINA;Paired;600;DRX096020	Human	2008	SEPEC	Human	Human	blood; Homo sapiens	2008	NA	NA	NA	Asia	Japan	NA	NA	NA	NA	NA	NA	KYUSHU	Escherichia coli	NA	NA	NA	NA	NA	NA	NA	PRJDB5579	DRP003877	NA	SAMD00077008	DRS051934	17/11/17	17/11/17	ESC_HA9600AA	Assembled	84	268994	5269379	Escherichia coli / Shigella;97.58%	217	4400	3.61	ESC_QA5188AA_AS	56359	56359	56359	28140	28140	28140	28140	6624	44	44	44	1	1								
ESC_HA9605AA	KIE06	DRR102595;ILLUMINA;Paired;600;DRX096015	Human	2008	SEPEC	Human	Human	blood; Homo sapiens	2008	NA	NA	NA	Asia	Japan	NA	NA	NA	NA	NA	NA	KYUSHU	Escherichia coli	NA	NA	NA	NA	NA	NA	NA	PRJDB5579	DRP003877	NA	SAMD00077003	DRS051929	17/11/17	17/11/17	ESC_HA9605AA	Assembled	41	152267	5341080	Escherichia coli / Shigella;100.0%	159	7080	3.61	ESC_QA7446AA_AS	56673	56673	56673	56673	56673	56673	9614	1104	44	44	44	1	1								
ESC_HA9607AA	KIE04	DRR102593;ILLUMINA;Paired;600;DRX096013	Human	2008	SEPEC	Human	Human	blood; Homo sapiens	2008	NA	NA	NA	Asia	Japan	NA	NA	NA	NA	NA	NA	KYUSHU	Escherichia coli	NA	NA	NA	NA	NA	NA	NA	PRJDB5579	DRP003877	NA	SAMD00077001	DRS051927	17/11/17	17/11/17	ESC_HA9607AA	Assembled	71	204007	5205717	Escherichia coli / Shigella;98.02%	168	4869	3.61	ESC_QA8121AA_AS	56826	56826	56359	28140	28140	28140	28140	6624	44	44	44	1	1								
ESC_HA9608AA	KIE03	DRR102592;ILLUMINA;Paired;600;DRX096012	Human	2008	SEPEC	Human	Human	blood; Homo sapiens	2008	NA	NA	NA	Asia	Japan	NA	NA	NA	NA	NA	NA	KYUSHU	Escherichia coli	NA	NA	NA	NA	NA	NA	NA	PRJDB5579	DRP003877	NA	SAMD00077000	DRS051926	17/11/17	17/11/17	ESC_HA9608AA	Assembled	75	180031	5229676	Escherichia coli / Shigella;100.0%	123	3465	3.61	ESC_QA5919AA_AS	56471	56471	56471	56471	56471	1104	1104	1104	44	44	44	1	1								
ESC_HA9610AA	KIE01	DRR102590;ILLUMINA;Paired;600;DRX096010	Human	2008	SEPEC	Human	Human	blood; Homo sapiens	2008	NA	NA	NA	Asia	Japan	NA	NA	NA	NA	NA	NA	KYUSHU	Escherichia coli	NA	NA	NA	NA	NA	NA	NA	PRJDB5579	DRP003877	NA	SAMD00076998	DRS051924	17/11/17	17/11/17	ESC_HA9610AA	Assembled	54	228402	5120095	Escherichia coli / Shigella;100.0%	147	4775	3.61	ESC_QA8120AA_AS	56809	56363	56363	56363	56363	12581	55	55	44	44	44	1	1								
ESC_HA9622AA	IWE02	DRR102578;ILLUMINA;Paired;600;DRX095998	Human	2006	SEPEC	Human	Human	blood; Homo sapiens	2006	NA	NA	NA	Asia	Japan	NA	NA	NA	NA	NA	NA	KYUSHU	Escherichia coli	NA	NA	NA	NA	NA	NA	NA	PRJDB5579	DRP003877	NA	SAMD00076986	DRS051912	17/11/17	17/11/17	ESC_HA9622AA	Assembled	60	287025	5299331	Escherichia coli / Shigella;98.77%	198	4912	3.61	ESC_QA5908AA_AS	56464	56464	56464	56464	56464	15036	55	55	44	44	44	1	1								
ESC_HA9625AA	IKE01	DRR102575;ILLUMINA;Paired;600;DRX095995	Human	2008	SEPEC	Human	Human	blood; Homo sapiens	2008	NA	NA	NA	Asia	Japan	NA	NA	NA	NA	NA	NA	KYUSHU	Escherichia coli	NA	NA	NA	NA	NA	NA	NA	PRJDB5579	DRP003877	NA	SAMD00076983	DRS051909	17/11/17	17/11/17	ESC_HA9625AA	Assembled	32	281970	5116397	Escherichia coli / Shigella;100.0%	136	6898	3.61	ESC_QA5163AA_AS	56363	56363	56363	56363	56363	12581	55	55	44	44	44	1	1								
ESC_HA9627AA	IIE04	DRR102573;ILLUMINA;Paired;600;DRX095993	Human	2007	SEPEC	Human	Human	blood; Homo sapiens	2007	NA	NA	NA	Asia	Japan	NA	NA	NA	NA	NA	NA	KYUSHU	Escherichia coli	NA	NA	NA	NA	NA	NA	NA	PRJDB5579	DRP003877	NA	SAMD00076981	DRS051907	17/11/17	17/11/17	ESC_HA9627AA	Assembled	67	266962	5118768	Escherichia coli / Shigella;100.0%	80	1821	3.61	ESC_QA5905AA_AS	56481	56481	56481	56481	56481	12576	12576	8655	44	44	44	1	1								
ESC_HA9630AA	CM32	DRR102570;ILLUMINA;Paired;600;DRX095990	Human	2006	UPEC	Human	Human	urine; Homo sapiens	2006	NA	NA	NA	Asia	Japan	NA	NA	NA	NA	NA	NA	KYUSHU	Escherichia coli	NA	NA	NA	NA	NA	NA	NA	PRJDB5579	DRP003877	NA	SAMD00076978	DRS051904	17/11/17	17/11/17	ESC_HA9630AA	Assembled	164	227437	5190262	Escherichia coli / Shigella;91.86%	123	3886	3.61	ESC_QA7440AA_AS	56694	56694	56694	56694	56694	1680	1107	44	44	44	44	1	1								
ESC_HA9633AA	CM1	DRR102567;ILLUMINA;Paired;600;DRX095987	Human	2006	UPEC	Human	Human	urine; Homo sapiens	2006	NA	NA	NA	Asia	Japan	NA	NA	NA	NA	NA	NA	KYUSHU	Escherichia coli	NA	NA	NA	NA	NA	NA	NA	PRJDB5579	DRP003877	NA	SAMD00076975	DRS051901	17/11/17	17/11/17	ESC_HA9633AA	Assembled	93	155302	5162040	Escherichia coli / Shigella;98.53%	99	7531	3.61	ESC_QA7811AA_AS	56758	56758	56758	56758	56758	28118	12576	8655	44	44	44	1	1								
ESC_HA9635AA	CM17	DRR102565;ILLUMINA;Paired;600;DRX095985	Human	2006	UPEC	Human	Human	urine; Homo sapiens	2006	NA	NA	NA	Asia	Japan	NA	NA	NA	NA	NA	NA	KYUSHU	Escherichia coli	NA	NA	NA	NA	NA	NA	NA	PRJDB5579	DRP003877	NA	SAMD00076973	DRS051899	17/11/17	17/11/17	ESC_HA9635AA	Assembled	46	60526	5119626	Escherichia coli / Shigella;100.0%	227	37004	3.61	ESC_QA7436AA_AS	56676	56676	56676	56676	56676	12581	55	55	44	44	44	1	1								
ESC_HA9639AA	CM12	DRR102561;ILLUMINA;Paired;600;DRX095981	Human	2006	UPEC	Human	Human	urine; Homo sapiens	2006	NA	NA	NA	Asia	Japan	NA	NA	NA	NA	NA	NA	KYUSHU	Escherichia coli	NA	NA	NA	NA	NA	NA	NA	PRJDB5579	DRP003877	NA	SAMD00076969	DRS051895	17/11/17	17/11/17	ESC_HA9639AA	Assembled	66	172105	5236317	Escherichia coli / Shigella;98.77%	128	5058	3.61	ESC_QA6930AA_AS	56616	56616	56616	56616	56616	1680	1107	44	44	44	44	1	1								
ESC_HA9671AA	ECOL-17-VL-SD-MI-0019	SRR6312080;ILLUMINA;Paired;500;SRX3412341	Canine	2017	UPEC	Companion Animal	NA	Canine bladder-Canis lupus familiaris	2017	5	NA	NA	North America	United States	Michigan	NA	NA	NA	NA	NA	FDA Center for Food Safety and Applied Nutrition	Escherichia coli	NA	NA	NA	NA	NA	NA	NA	PRJNA318591	SRP125339	NA	SAMN07709880	SRS2705545	21/11/17	21/11/17	ESC_HA9671AA	Assembled	135	204007	5156978	Escherichia coli / Shigella;95.08%	87	7019	3.61	ESC_QA9654AA_AS	57136	57136	57136	10890	10890	9662	44	44	44	44	44	1	1								
ESC_IA3094AA	AC11319	traces-0MgtqBJ;ILLUMINA;Paired;;NA	NA	2017	NA	Environment	ND/Others	BREEDER	2017	NA	NA	NA	Europe	Germany	NA	NA	NA	NA	NA	NA	miki@sund.ku.dk	Escherichia coli	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2/2/18	7/8/18	ESC_IA3094AA	Assembled	108	204005	5097470	Escherichia coli / Shigella;100.0%	109	2737	3.61	ESC_RA4044AA_AS	60160	60160	60109	40562	2245	2245	2245	1592	44	44	44	1	1								
ESC_IA3097AA	AC11477	traces-0dgwRrE;ILLUMINA;Paired;;NA	NA	2017	NA	Environment	ND/Others	BREEDER	2017	NA	NA	NA	Europe	Germany	NA	NA	NA	NA	NA	NA	miki@sund.ku.dk	Escherichia coli	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2/2/18	7/8/18	ESC_IA3097AA	Assembled	67	342322	5123041	Escherichia coli / Shigella;100.0%	67	2630	3.61	ESC_RA4047AA_AS	60161	60136	60136	60136	60136	60136	8439	1592	44	44	44	1	1								
ESC_IA3098AA	AC11345	traces-0Afufib;ILLUMINA;Paired;;NA	NA	2017	NA	Environment	ND/Others	BREEDER	2017	NA	NA	NA	Europe	Germany	NA	NA	NA	NA	NA	NA	miki@sund.ku.dk	Escherichia coli	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2/2/18	7/8/18	ESC_IA3098AA	Assembled	97	234699	5105609	Escherichia coli / Shigella;100.0%	120	4904	3.61	ESC_RA4048AA_AS	60163	60109	60109	40562	2245	2245	2245	1592	44	44	44	1	1								
ESC_IA3100AA	AC11478	traces-0eiMNbQ;ILLUMINA;Paired;;NA	NA	2017	NA	Environment	ND/Others	BREEDER	2017	NA	NA	NA	Europe	Germany	NA	NA	NA	NA	NA	NA	miki@sund.ku.dk	Escherichia coli	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2/2/18	7/8/18	ESC_IA3100AA	Assembled	66	360210	5126170	Escherichia coli / Shigella;100.0%	62	2198	3.61	ESC_RA4050AA_AS	60161	60136	60136	60136	60136	60136	8439	1592	44	44	44	1	1								
ESC_IA3118AA	AC10764	traces-0cClETx;ILLUMINA;Paired;;NA	NA	2017	NA	Environment	ND/Others	BREEDER	2017	NA	NA	NA	Europe	Germany	NA	NA	NA	NA	NA	NA	miki@sund.ku.dk	Escherichia coli	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2/2/18	7/8/18	ESC_IA3118AA	Assembled	96	301871	5122684	Escherichia coli / Shigella;100.0%	61	1280	3.61	ESC_RA4068AA_AS	60136	60136	60136	60136	60136	60136	8439	1592	44	44	44	1	1								
ESC_IA3269AA	10-13-2	"traces-0gIKSMn;ILLUMINA;Paired;;NA,traces-0srLMTW;ILLUMINA;Paired;;NA,traces-0iRmmHc;ILLUMINA;Paired;;NA"	Poultry	2017	NA	Poultry	Avian	BREEDER	2017	4	1	NA	Europe	Denmark	NA	NA	NA	NA	NA	NA	cava@sund.ku.dk	Escherichia coli	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7/2/18	12/8/18	ESC_IA3269AA	Assembled	55	213468	5136446	Escherichia coli / Shigella;98.77%	114	6719	3.61	ESC_RA4278AA_AS	60167	60167	60167	40562	2245	2245	2245	1592	44	44	44	1	1								
ESC_IA3323AA	16/12/07	"traces-0PmKkZF;ILLUMINA;Paired;;NA,traces-0aVegbe;ILLUMINA;Paired;;NA,traces-0ovcXdA;ILLUMINA;Paired;;NA"	Poultry	2017	NA	Poultry	Avian	Breeder	2017	NA	NA	NA	Europe	Denmark	NA	NA	NA	NA	NA	NA	cava@sund.ku.dk	Escherichia coli	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7/2/18	12/8/18	ESC_IA3323AA	Assembled	73	237130	5135919	Escherichia coli / Shigella;98.64%	104	3582	3.61	ESC_RA4281AA_AS	60167	60167	60167	40562	2245	2245	2245	1592	44	44	44	1	1								
ESC_IA3517AA	MGH164	SRR6686513;ILLUMINA;Paired;;SRX3662703	Human	2015	NA	Human	Human	Homo sapiens	2015	NA	NA	NA	North America	United States	Massachusetts	Suffolk County	Boston	NA	NA	NA	The Broad Institute	Escherichia coli	NA	NA	NA	NA	NA	NA	NA	PRJNA271899	SRP051949	NA	SAMN04521913	SRS2925917	8/2/18	8/2/18	ESC_IA3517AA	Assembled	143	129193	4949006	Escherichia coli / Shigella;96.01%	260	5518	3.61	ESC_RA4508AA_AS	60560	60560	60560	60560	60560	26607	1677	1592	44	44	44	1	1								
ESC_IA5214AA	20441-1	SRR6821785;ILLUMINA;Paired;;SRX3778625	Bovine	2007	ExPEC	Livestock	Bovine	Cygnus buccinator; brain	2007	10	NA	NA	North America	United States	Michigan	NA	NA	NA	44.3	-85.6	FDA Center for Food Safety and Applied Nutrition	Escherichia coli	NA	NA	NA	NA	NA	NA	NA	PRJNA230969	SRP058582	NA	SAMN08668650	SRS3032457	10/3/18	9/3/18	ESC_IA5214AA	Assembled	150	271723	5253983	Escherichia coli / Shigella;97.37%	113	48132	4	ESC_RA7116AA_AS	76770	76770	42019	42019	42019	42019	1655	44	44	44	44	1	1								
ESC_IA7809AA	FSIS11809427	SRR7095947;ILLUMINA;Paired;500;SRX4024358	Bovine	2018	NA	Livestock	Bovine	animal-cattle-heifer	2018	NA	NA	NA	North America	United States	California	NA	NA	NA	NA	NA	"United States Department of Agriculture, Food Safety and Inspection Service"	Escherichia coli	NA	NA	NA	NA	NA	NA	NA	PRJNA292667	SRP066916	NA	SAMN09013516	SRS3244752	3/5/18	3/5/18	ESC_IA7809AA	Assembled	121	251022	5179532	Escherichia coli / Shigella;95.52%	87	49542	4	ESC_SA0489AA_AS	63453	63453	63453	63453	63453	1108	1108	1108	1108	44	44	1	1								
ESC_IA7816AA	FSIS11809422	SRR7095838;ILLUMINA;Paired;500;SRX4024249	Bovine	2018	NA	Livestock	Bovine	animal-cattle-heifer	2018	NA	NA	NA	North America	United States	Kansas	NA	NA	NA	NA	NA	"United States Department of Agriculture, Food Safety and Inspection Service"	Escherichia coli	NA	NA	NA	NA	NA	NA	NA	PRJNA292667	SRP066916	NA	SAMN09013511	SRS3244642	3/5/18	3/5/18	ESC_IA7816AA	Assembled	121	340722	5263562	Escherichia coli / Shigella;96.09%	93	43929	4	ESC_SA0482AA_AS	63461	63461	63461	63461	63461	1108	1108	1108	1108	44	44	1	1								
ESC_IA9096AA	493472	SRR7187758;ILLUMINA;Paired;;SRX4104483	Human	2018	NA	Human	Human	human; Homo sapiens	2018	2	NA	NA	Europe	United Kingdom	NA	NA	NA	NA	NA	NA	Public Health England	Escherichia coli	NA	NA	NA	NA	NA	NA	NA	PRJNA248792	SRP042645	NA	SAMN09228483	SRS3320381	21/5/18	21/5/18	ESC_IA9096AA	Assembled	45	295894	5126243	Escherichia coli / Shigella;100.0%	105	25651	4	ESC_SA2297AA_AS	64698	64698	64698	64698	64698	64698	55	55	44	44	44	1	1								
ESC_IA9419AA	387112	SRR7191545;ILLUMINA;Paired;;SRX4108253	Human	2017	NA	Human	Human	human; Homo sapiens	2017	6	NA	NA	Europe	United Kingdom	NA	NA	NA	NA	NA	NA	Public Health England	Escherichia coli	NA	NA	NA	NA	NA	NA	NA	PRJNA248792	SRP042645	NA	SAMN09232589	SRS3324016	22/5/18	22/5/18	ESC_IA9419AA	Assembled	76	296095	5003899	Escherichia coli / Shigella;100.0%	99	12876	4	ESC_SA2410AA_AS	64545	64545	64545	64545	64545	9679	55	55	44	44	44	1	1								
ESC_IA9691AA	526798	SRR7208638;ILLUMINA;Paired;;SRX4117530	Human	2018	NA	Human	Human	human; Homo sapiens	2018	4	NA	NA	Europe	United Kingdom	NA	NA	NA	NA	NA	NA	Public Health England	Escherichia coli	NA	NA	NA	NA	NA	NA	NA	PRJNA248792	SRP042645	NA	SAMN09244108	SRS3332812	25/5/18	24/5/18	ESC_IA9691AA	Assembled	58	294561	5182872	Escherichia coli / Shigella;98.96%	151	32527	4	ESC_SA2788AA_AS	64899	64899	64899	64899	35013	1592	1592	1592	44	44	44	1	1								
ESC_IA9751AA	388679	SRR7204197;ILLUMINA;Paired;;SRX4113194	Human	2017	NA	Human	Human	human; Homo sapiens	2017	7	NA	NA	Europe	United Kingdom	NA	NA	NA	NA	NA	NA	Public Health England	Escherichia coli	NA	NA	NA	NA	NA	NA	NA	PRJNA248792	SRP042645	NA	SAMN09238330	SRS3328628	25/5/18	23/5/18	ESC_IA9751AA	Assembled	30	281695	5100477	Escherichia coli / Shigella;100.0%	74	26366	4	ESC_SA2728AA_AS	64871	64871	64871	64871	64871	3702	55	55	44	44	44	1	1								
ESC_JA0611AA	DH101	traces-0jVAtnx;ILLUMINA;Paired;;NA	Poultry	2018	NA	Livestock	Avian	Breeder	2018	NA	NA	NA	Europe	Denmark	NA	NA	NA	NA	NA	NA	miki@sund.ku.dk	Escherichia coli	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	31/5/18	3/12/18	ESC_JA0611AA	Assembled	43	146819	5096859	Escherichia coli / Shigella;100.0%	144	46778	4	ESC_SA3661AA_AS	65094	65094	40562	40562	2245	2245	2245	1592	44	44	44	1	1								
ESC_JA1610AA	406686	SRR7266386;ILLUMINA;Paired;;SRX4170409	Human	2006	NA	Human	Human	human; Homo sapiens	2006	4	NA	NA	Europe	United Kingdom	NA	NA	NA	NA	NA	NA	Public Health England	Escherichia coli	NA	NA	NA	NA	NA	NA	NA	PRJNA248792	SRP042645	NA	SAMN09372336	SRS3382231	8/6/18	6/6/18	ESC_JA1610AA	Assembled	43	237087	5142173	Escherichia coli / Shigella;100.0%	90	33446	4	ESC_SA4839AA_AS	66549	66549	66549	66549	66549	66549	2245	1592	44	44	44	1	1								
ESC_JA1918AA	500315	SRR7276886;ILLUMINA;Paired;;SRX4180469	Human	2018	NA	Human	Human	human; Homo sapiens	2018	2	NA	NA	Europe	United Kingdom	NA	NA	NA	NA	NA	NA	Public Health England	Escherichia coli	NA	NA	NA	NA	NA	NA	NA	PRJNA248792	SRP042645	NA	SAMN09380250	SRS3391996	8/6/18	8/6/18	ESC_JA1918AA	Assembled	33	151253	4842092	Escherichia coli / Shigella;100.0%	136	39273	4	ESC_SA5048AA_AS	7181	7181	7181	7181	7181	7181	7181	6624	44	44	44	1	1								
ESC_JA3337AA	410855	SRR7358054;ILLUMINA;Paired;;SRX4231138	Human	2017	NA	Human	Human	human; Homo sapiens	2017	8	NA	NA	Europe	United Kingdom	NA	NA	NA	NA	NA	NA	Public Health England	Escherichia coli	NA	Escherichia Coli	NA	NA	NA	NA	NA	PRJNA248792	SRP042645	NA	SAMN09443984	SRS3429819	19/6/18	19/6/18	ESC_JA3337AA	Assembled	48	285417	5103810	Escherichia coli / Shigella;100.0%	70	7739	4	ESC_SA6572AA_AS	67902	67902	67902	67902	67902	3702	55	55	44	44	44	1	1								
ESC_JA5690AA	Chicken	SRR7469840;ILLUMINA;Paired;;SRX4339670	Poultry	2008	APEC	Poultry	Avian	Gallus gallus domesticus	2008	7	NA	NA	Oceania	Australia	NA	NA	NA	NA	NA	NA	"University of Technology, Sydney"	Escherichia coli	NA	O1:H7	NA	NA	NA	NA	NA	PRJNA479542	SRP151965	NA	SAMN09579973	SRS3500570	4/7/18	4/7/18	ESC_JA5690AA	Assembled	101	194623	5184682	Escherichia coli / Shigella;98.98%	140	35720	4	ESC_SA8301AA_AS	69269	69269	69269	45021	2245	2245	2245	1592	44	44	44	1	1								
ESC_JA8574AA	414ESBA	SRR7724574;ILLUMINA;Paired;;SRX4581342	Environment	2017	Environmental	Wild Animal	Avian	Seagull; Chroicocephalus; ESBA	2017	NA	NA	NA	Oceania	Australia	New South Wales	NA	NA	NA	NA	NA	Murdoch University	Escherichia coli	NA	O50/O2:H7	NA	NA	NA	NA	NA	PRJNA486855	SRP158447	NA	SAMN09866863	SRS3695668	21/8/18	20/8/18	ESC_JA8574AA	Assembled	43	256052	5132172	Escherichia coli / Shigella;100.0%	104	33716	4	ESC_TA2436AA_AS	71975	71975	71975	71975	71975	70926	1104	1104	44	44	44	1	1								
ESC_JA8645AA	432CREB	SRR7724645;ILLUMINA;Paired;;SRX4581271	Environment	2017	Environmental	Wild Animal	Avian	Seagull; Chroicocephalus; CREB	2017	NA	NA	NA	Oceania	Australia	South Australia	NA	NA	NA	NA	NA	Murdoch University	Escherichia coli	NA	O2:H4	NA	NA	NA	NA	NA	PRJNA486855	SRP158447	NA	SAMN09866879	SRS3695598	21/8/18	20/8/18	ESC_JA8645AA	Assembled	66	141825	5181243	Escherichia coli / Shigella;98.33%	227	45399	4	ESC_TA2365AA_AS	71912	71912	71912	71912	71912	6748	6748	6624	44	44	44	1	1								
ESC_JA8872AA	ST_Warwick 95 / ST_Pasteur 1	ERR2750893;ILLUMINA;Paired;300;ERX2763947	Human	2011	SEPEC	Human	Human	Homo sapiens; Blood product	2011	NA	NA	NA	Europe	France	NA	NA	NA	NA	NA	NA	Hopital Henri Mondor APHP	Escherichia coli	NA	O1:H7	NA	NA	NA	NA	NA	PRJEB28300	ERP110487	NA	SAMEA4848523	ERS2668375	23/8/18	22/8/18	ESC_JA8872AA	Assembled	142	233360	5139534	Escherichia coli / Shigella;98.86%	130	32542	4	ESC_TA2839AA_AS	72085	72084	72084	72084	2245	2245	2245	1592	44	44	44	1	1								
ESC_KA0580AA	NA	SRR7828787;ILLUMINA;Paired;;SRX4679663	Human	2015	SEPEC	Human	Human	Homo sapiens; blood; Age: 50; male; Blood	2015	NA	NA	NA	Asia	Singapore	NA	NA	NA	NA	NA	NA	University of Queensland	Escherichia coli	NA	NA	NA	NA	NA	NA	NA	PRJNA398288	SRP115500	NA	SAMN10058919	SRS3773414	14/9/18	13/9/18	ESC_KA0580AA	Assembled	129	175976	5312015	Escherichia coli / Shigella;90.35%	144	30879	4	ESC_TA7169AA_AS	72906	72906	72906	72906	72906	72906	72906	1592	44	44	44	1	1								
ESC_KA0602AA	NA	SRR7828815;ILLUMINA;Paired;;SRX4679635	Human	2015	SEPEC	Human	Human	Homo sapiens; blood; Age: 73; female; Blood	2015	NA	NA	NA	Asia	Singapore	NA	NA	NA	NA	NA	NA	University of Queensland	Escherichia coli	NA	NA	NA	NA	NA	NA	NA	PRJNA398288	SRP115500	NA	SAMN10058956	SRS3773386	14/9/18	13/9/18	ESC_KA0602AA	Assembled	80	140311	5406231	Escherichia coli / Shigella;94.06%	238	44462	4	ESC_TA7147AA_AS	72804	72804	72804	72804	72804	1104	1104	1104	44	44	44	1	1								
ESC_KA1176AA	572173	SRR7850220;ILLUMINA;Paired;;SRX4700979	Human	2018	NA	Human	Human	human; Homo sapiens	2018	7	NA	NA	Europe	United Kingdom	NA	NA	NA	NA	NA	NA	Public Health England	Escherichia coli	NA	Escherichia Coli	NA	NA	NA	NA	NA	PRJNA315192	SRP071789	NA	SAMN10075721	SRS3787306	17/9/18	17/9/18	ESC_KA1176AA	Assembled	91	213452	5072195	Escherichia coli / Shigella;98.39%	114	26250	4	ESC_TA8195AA_AS	73806	73806	73806	73806	73806	6748	6748	6624	44	44	44	1	1								
ESC_KA1759AA	D9011	SRR7879962;ILLUMINA;Paired;;SRX4718605	Human	2012	UPEC	Human	Human	Homo sapiens; urine	2012	NA	NA	NA	North America	United States	Unresolved	Unresolved	Unresolved	NA	NA	NA	The Broad Institute	Escherichia coli	NA	NA	NA	NA	NA	NA	NA	PRJNA448593	SRP162179	NA	SAMN10093646	SRS3803990	20/9/18	20/9/18	ESC_KA1759AA	Assembled	205	232610	5060315	Escherichia coli / Shigella;100.0%	69	21731	4	ESC_TA8731AA_AS	74036	74036	74036	74036	74036	4847	55	55	44	44	44	1	1								
ESC_KA1760AA	P6100	SRR7879961;ILLUMINA;Paired;;SRX4718604	Human	2012	UPEC	Human	Human	Homo sapiens; urine	2012	NA	NA	NA	North America	United States	Pennsylvania	NA	NA	NA	NA	NA	The Broad Institute	Escherichia coli	NA	NA	NA	NA	NA	NA	NA	PRJNA448593	SRP162179	NA	SAMN10093635	SRS3803989	20/9/18	20/9/18	ESC_KA1760AA	Assembled	134	360521	5108489	Escherichia coli / Shigella;100.0%	55	19787	4	ESC_TA8730AA_AS	74034	74034	74034	74034	74034	55	55	55	44	44	44	1	1								
ESC_KA1769AA	P6138	SRR7879952;ILLUMINA;Paired;;SRX4718595	Human	2013	UPEC	Human	Human	Homo sapiens; urine	2013	NA	NA	NA	North America	United States	Pennsylvania	NA	NA	NA	NA	NA	The Broad Institute	Escherichia coli	NA	NA	NA	NA	NA	NA	NA	PRJNA448593	SRP162179	NA	SAMN10093638	SRS3803980	20/9/18	20/9/18	ESC_KA1769AA	Assembled	182	179629	5304969	Escherichia coli / Shigella;100.0%	127	33081	4	ESC_TA8724AA_AS	74047	74047	74047	74047	74047	1107	1107	44	44	44	44	1	1								
ESC_KA1773AA	R9521	SRR7879948;ILLUMINA;Paired;;SRX4718591	Human	2014	UPEC	Human	Human	Homo sapiens; urine	2014	NA	NA	NA	North America	United States	Rhode Island	NA	NA	NA	NA	NA	The Broad Institute	Escherichia coli	NA	NA	NA	NA	NA	NA	NA	PRJNA448593	SRP162179	NA	SAMN10093647	SRS3803976	20/9/18	20/9/18	ESC_KA1773AA	Assembled	233	286738	5132084	Escherichia coli / Shigella;100.0%	75	24513	4	ESC_TA8717AA_AS	74050	74050	74050	74050	74050	74050	55	55	44	44	44	1	1								
ESC_KA1775AA	P6067	SRR7879946;ILLUMINA;Paired;;SRX4718589	Human	2012	UPEC	Human	Human	Homo sapiens; urine	2012	NA	NA	NA	North America	United States	Pennsylvania	NA	NA	NA	NA	NA	The Broad Institute	Escherichia coli	NA	NA	NA	NA	NA	NA	NA	PRJNA448593	SRP162179	NA	SAMN10093632	SRS3803974	20/9/18	20/9/18	ESC_KA1775AA	Assembled	187	282686	5323391	Escherichia coli / Shigella;100.0%	84	15696	4	ESC_TA8716AA_AS	74051	74051	74051	74051	73991	55	55	55	44	44	44	1	1								
ESC_KA1781AA	P6004	SRR7879940;ILLUMINA;Paired;;SRX4718583	Human	2012	UPEC	Human	Human	Homo sapiens; urine	2012	NA	NA	NA	North America	United States	Pennsylvania	NA	NA	NA	NA	NA	The Broad Institute	Escherichia coli	NA	NA	NA	NA	NA	NA	NA	PRJNA448593	SRP162179	NA	SAMN10093621	SRS3803968	20/9/18	20/9/18	ESC_KA1781AA	Assembled	224	342391	5123249	Escherichia coli / Shigella;100.0%	73	15688	4	ESC_TA8713AA_AS	74054	74054	74054	74054	73991	55	55	55	44	44	44	1	1								
ESC_KA1791AA	P6036	SRR7879930;ILLUMINA;Paired;;SRX4718573	Human	2012	UPEC	Human	Human	Homo sapiens; urine	2012	NA	NA	NA	North America	United States	Pennsylvania	NA	NA	NA	NA	NA	The Broad Institute	Escherichia coli	NA	NA	NA	NA	NA	NA	NA	PRJNA448593	SRP162179	NA	SAMN10093625	SRS3803958	20/9/18	20/9/18	ESC_KA1791AA	Assembled	283	173693	5080567	Escherichia coli / Shigella;100.0%	105	35505	4	ESC_TA8708AA_AS	74026	74026	74026	74026	74026	4921	55	55	44	44	44	1	1								
